area_level,area_code,parent_code,area_type,is_leaf,sido_name,sigungu_name,full_name,latitude,longitude,coordinate_method,source_boundary_codes,boundary_base_date
SIGUNGU,44810,44,군,true,충청남도,예산군,충청남도 예산군,36.6657320,126.8503679,SGIS_2025_POINT_ON_SURFACE,34570,2025-06-30
SIGUNGU,44825,44,군,true,충청남도,태안군,충청남도 태안군,36.7805736,126.2428869,SGIS_2025_POINT_ON_SURFACE,34580,2025-06-30
SIDO,47,,도,false,경상북도,,경상북도,36.3620705,128.6367852,SGIS_2025_POINT_ON_SURFACE,37,2025-06-30
SIGUNGU,47110,47,시,false,경상북도,포항시,경상북도 포항시,36.0880090,129.2592159,SGIS_2025_SIGUNGU_UNION_POINT_ON_SURFACE,37011|37012,2025-06-30
SIGUNGU,47111,47,구,true,경상북도,포항시 남구,경상북도 포항시 남구,35.9638805,129.4308531,SGIS_2025_POINT_ON_SURFACE,37011,2025-06-30
SIGUNGU,47113,47,구,true,경상북도,포항시 북구,경상북도 포항시 북구,36.1755716,129.1957785,SGIS_2025_POINT_ON_SURFACE,37012,2025-06-30
SIGUNGU,47130,47,시,true,경상북도,경주시,경상북도 경주시,35.8595910,129.2086565,SGIS_2025_POINT_ON_SURFACE,37020,2025-06-30
SIGUNGU,47150,47,시,true,경상북도,김천시,경상북도 김천시,36.0437329,128.0492292,SGIS_2025_POINT_ON_SURFACE,37030,2025-06-30
SIGUNGU,47170,47,시,true,경상북도,안동시,경상북도 안동시,36.5607609,128.7300046,SGIS_2025_POINT_ON_SURFACE,37040,2025-06-30
SIGUNGU,47190,47,시,true,경상북도,구미시,경상북도 구미시,36.2112924,128.3641669,SGIS_2025_POINT_ON_SURFACE,37050,2025-06-30
SIGUNGU,47210,47,시,true,경상북도,영주시,경상북도 영주시,36.8819800,128.5352856,SGIS_2025_POINT_ON_SURFACE,37060,2025-06-30
SIGUNGU,47230,47,시,true,경상북도,영천시,경상북도 영천시,36.0076244,128.9084730,SGIS_2025_POINT_ON_SURFACE,37070,2025-06-30
SIGUNGU,47250,47,시,true,경상북도,상주시,경상북도 상주시,36.4465319,128.0983433,SGIS_2025_POINT_ON_SURFACE,37080,2025-06-30
SIGUNGU,47280,47,시,true,경상북도,문경시,경상북도 문경시,36.6926290,128.1329854,SGIS_2025_POINT_ON_SURFACE,37090,2025-06-30
SIGUNGU,47290,47,시,true,경상북도,경산시,경상북도 경산시,35.8468263,128.8046530,SGIS_2025_POINT_ON_SURFACE,37100,2025-06-30
SIGUNGU,47730,47,군,true,경상북도,의성군,경상북도 의성군,36.3617332,128.5956467,SGIS_2025_POINT_ON_SURFACE,37520,2025-06-30
SIGUNGU,47750,47,군,true,경상북도,청송군,경상북도 청송군,36.3764254,129.0941617,SGIS_2025_POINT_ON_SURFACE,37530,2025-06-30
SIGUNGU,47760,47,군,true,경상북도,영양군,경상북도 영양군,36.6861260,129.1354599,SGIS_2025_POINT_ON_SURFACE,37540,2025-06-30
SIGUNGU,47770,47,군,true,경상북도,영덕군,경상북도 영덕군,36.4703636,129.2938899,SGIS_2025_POINT_ON_SURFACE,37550,2025-06-30
SIGUNGU,47820,47,군,true,경상북도,청도군,경상북도 청도군,35.7068437,128.8834943,SGIS_2025_POINT_ON_SURFACE,37560,2025-06-30
SIGUNGU,47830,47,군,true,경상북도,고령군,경상북도 고령군,35.7321610,128.3104652,SGIS_2025_POINT_ON_SURFACE,37570,2025-06-30
SIGUNGU,47840,47,군,true,경상북도,성주군,경상북도 성주군,35.9161200,128.2256857,SGIS_2025_POINT_ON_SURFACE,37580,2025-06-30
SIGUNGU,47850,47,군,true,경상북도,칠곡군,경상북도 칠곡군,36.0064574,128.4640289,SGIS_2025_POINT_ON_SURFACE,37590,2025-06-30
SIGUNGU,47900,47,군,true,경상북도,예천군,경상북도 예천군,36.6508443,128.4641178,SGIS_2025_POINT_ON_SURFACE,37600,2025-06-30
SIGUNGU,47920,47,군,true,경상북도,봉화군,경상북도 봉화군,36.9251608,128.8996465,SGIS_2025_POINT_ON_SURFACE,37610,2025-06-30
SIGUNGU,47930,47,군,true,경상북도,울진군,경상북도 울진군,36.8967128,129.2819760,SGIS_2025_POINT_ON_SURFACE,37620,2025-06-30
SIGUNGU,47940,47,군,true,경상북도,울릉군,경상북도 울릉군,37.5020455,130.8601142,SGIS_2025_POINT_ON_SURFACE,37630,2025-06-30
SIDO,48,,도,false,경상남도,,경상남도,35.3683857,128.3742292,SGIS_2025_POINT_ON_SURFACE,38,2025-06-30
SIGUNGU,48120,48,시,false,경상남도,창원시,경상남도 창원시,35.2233694,128.5983607,SGIS_2025_SIGUNGU_UNION_POINT_ON_SURFACE,38111|38112|38113|38114|38115,2025-06-30
SIGUNGU,48121,48,구,true,경상남도,창원시 의창구,경상남도 창원시 의창구,35.3050419,128.6357507,SGIS_2025_POINT_ON_SURFACE,38111,2025-06-30
SIGUNGU,48123,48,구,true,경상남도,창원시 성산구,경상남도 창원시 성산구,35.1981489,128.6707758,SGIS_2025_POINT_ON_SURFACE,38112,2025-06-30
SIGUNGU,48125,48,구,true,경상남도,창원시 마산합포구,경상남도 창원시 마산합포구,35.1390349,128.4682386,SGIS_2025_POINT_ON_SURFACE,38113,2025-06-30
SIGUNGU,48127,48,구,true,경상남도,창원시 마산회원구,경상남도 창원시 마산회원구,35.2270617,128.5440096,SGIS_2025_POINT_ON_SURFACE,38114,2025-06-30
SIGUNGU,48129,48,구,true,경상남도,창원시 진해구,경상남도 창원시 진해구,35.1193300,128.7685143,SGIS_2025_POINT_ON_SURFACE,38115,2025-06-30
SIGUNGU,48170,48,시,true,경상남도,진주시,경상남도 진주시,35.2009655,128.1279759,SGIS_2025_POINT_ON_SURFACE,38030,2025-06-30
SIGUNGU,48220,48,시,true,경상남도,통영시,경상남도 통영시,34.9031611,128.3634707,SGIS_2025_POINT_ON_SURFACE,38050,2025-06-30
SIGUNGU,48240,48,시,true,경상남도,사천시,경상남도 사천시,35.0374430,128.1082949,SGIS_2025_POINT_ON_SURFACE,38060,2025-06-30
SIGUNGU,48250,48,시,true,경상남도,김해시,경상남도 김해시,35.2730789,128.8613894,SGIS_2025_POINT_ON_SURFACE,38070,2025-06-30
SIGUNGU,48270,48,시,true,경상남도,밀양시,경상남도 밀양시,35.4938520,128.7696771,SGIS_2025_POINT_ON_SURFACE,38080,2025-06-30
SIGUNGU,48310,48,시,true,경상남도,거제시,경상남도 거제시,34.8716092,128.5900949,SGIS_2025_POINT_ON_SURFACE,38090,2025-06-30
SIGUNGU,48330,48,시,true,경상남도,양산시,경상남도 양산시,35.4027235,129.0511480,SGIS_2025_POINT_ON_SURFACE,38100,2025-06-30
SIGUNGU,48720,48,군,true,경상남도,의령군,경상남도 의령군,35.3851806,128.2861217,SGIS_2025_POINT_ON_SURFACE,38510,2025-06-30
SIGUNGU,48730,48,군,true,경상남도,함안군,경상남도 함안군,35.2827831,128.4415395,SGIS_2025_POINT_ON_SURFACE,38520,2025-06-30
SIGUNGU,48740,48,군,true,경상남도,창녕군,경상남도 창녕군,35.5268174,128.4713877,SGIS_2025_POINT_ON_SURFACE,38530,2025-06-30
SIGUNGU,48820,48,군,true,경상남도,고성군,경상남도 고성군,35.0095998,128.3210321,SGIS_2025_POINT_ON_SURFACE,38540,2025-06-30
SIGUNGU,48840,48,군,true,경상남도,남해군,경상남도 남해군,34.8240976,127.8810962,SGIS_2025_POINT_ON_SURFACE,38550,2025-06-30
SIGUNGU,48850,48,군,true,경상남도,하동군,경상남도 하동군,35.1275245,127.7944491,SGIS_2025_POINT_ON_SURFACE,38560,2025-06-30
SIGUNGU,48860,48,군,true,경상남도,산청군,경상남도 산청군,35.3972956,127.9076911,SGIS_2025_POINT_ON_SURFACE,38570,2025-06-30
SIGUNGU,48870,48,군,true,경상남도,함양군,경상남도 함양군,35.5434638,127.7208803,SGIS_2025_POINT_ON_SURFACE,38580,2025-06-30
SIGUNGU,48880,48,군,true,경상남도,거창군,경상남도 거창군,35.7123066,127.9258199,SGIS_2025_POINT_ON_SURFACE,38590,2025-06-30
SIGUNGU,48890,48,군,true,경상남도,합천군,경상남도 합천군,35.5998697,128.1679787,SGIS_2025_POINT_ON_SURFACE,38600,2025-06-30
SIDO,50,,특별자치도,false,제주특별자치도,,제주특별자치도,33.3805172,126.5474422,SGIS_2025_POINT_ON_SURFACE,39,2025-06-30
SIGUNGU,50110,50,시,true,제주특별자치도,제주시,제주특별자치도 제주시,33.4196028,126.4844745,SGIS_2025_POINT_ON_SURFACE,39010,2025-06-30
SIGUNGU,50130,50,시,true,제주특별자치도,서귀포시,제주특별자치도 서귀포시,33.3390580,126.5957228,SGIS_2025_POINT_ON_SURFACE,39020,2025-06-30
SIDO,51,,특별자치도,false,강원특별자치도,,강원특별자치도,37.8236727,128.2089912,SGIS_2025_POINT_ON_SURFACE,32,2025-06-30
SIGUNGU,51110,51,시,true,강원특별자치도,춘천시,강원특별자치도 춘천시,37.8799993,127.7870808,SGIS_2025_POINT_ON_SURFACE,32010,2025-06-30
SIGUNGU,51130,51,시,true,강원특별자치도,원주시,강원특별자치도 원주시,37.3250589,127.8997649,SGIS_2025_POINT_ON_SURFACE,32020,2025-06-30
SIGUNGU,51150,51,시,true,강원특별자치도,강릉시,강원특별자치도 강릉시,37.7096038,128.8832094,SGIS_2025_POINT_ON_SURFACE,32030,2025-06-30
SIGUNGU,51170,51,시,true,강원특별자치도,동해시,강원특별자치도 동해시,37.5157594,129.0453969,SGIS_2025_POINT_ON_SURFACE,32040,2025-06-30
SIGUNGU,51190,51,시,true,강원특별자치도,태백시,강원특별자치도 태백시,37.2036005,128.9581402,SGIS_2025_POINT_ON_SURFACE,32050,2025-06-30
SIGUNGU,51210,51,시,true,강원특별자치도,속초시,강원특별자치도 속초시,38.1750138,128.5150381,SGIS_2025_POINT_ON_SURFACE,32060,2025-06-30
SIGUNGU,51230,51,시,true,강원특별자치도,삼척시,강원특별자치도 삼척시,37.2578823,129.1737237,SGIS_2025_POINT_ON_SURFACE,32070,2025-06-30
SIGUNGU,51720,51,군,true,강원특별자치도,홍천군,강원특별자치도 홍천군,37.7476302,128.1844158,SGIS_2025_POINT_ON_SURFACE,32510,2025-06-30
SIGUNGU,51730,51,군,true,강원특별자치도,횡성군,강원특별자치도 횡성군,37.4895824,128.0998282,SGIS_2025_POINT_ON_SURFACE,32520,2025-06-30
SIGUNGU,51750,51,군,true,강원특별자치도,영월군,강원특별자치도 영월군,37.2190567,128.4555725,SGIS_2025_POINT_ON_SURFACE,32530,2025-06-30
SIGUNGU,51760,51,군,true,강원특별자치도,평창군,강원특별자치도 평창군,37.5452908,128.4414861,SGIS_2025_POINT_ON_SURFACE,32540,2025-06-30
SIGUNGU,51770,51,군,true,강원특별자치도,정선군,강원특별자치도 정선군,37.3718705,128.7028912,SGIS_2025_POINT_ON_SURFACE,32550,2025-06-30
SIGUNGU,51780,51,군,true,강원특별자치도,철원군,강원특별자치도 철원군,38.2194821,127.3504761,SGIS_2025_POINT_ON_SURFACE,32560,2025-06-30
SIGUNGU,51790,51,군,true,강원특별자치도,화천군,강원특별자치도 화천군,38.1414295,127.6869833,SGIS_2025_POINT_ON_SURFACE,32570,2025-06-30
SIGUNGU,51800,51,군,true,강원특별자치도,양구군,강원특별자치도 양구군,38.1663446,127.9888110,SGIS_2025_POINT_ON_SURFACE,32580,2025-06-30
SIGUNGU,51810,51,군,true,강원특별자치도,인제군,강원특별자치도 인제군,38.1005479,128.2541472,SGIS_2025_POINT_ON_SURFACE,32590,2025-06-30
SIGUNGU,51820,51,군,true,강원특별자치도,고성군,강원특별자치도 고성군,38.4010092,128.3583609,SGIS_2025_POINT_ON_SURFACE,32600,2025-06-30
SIGUNGU,51830,51,군,true,강원특별자치도,양양군,강원특별자치도 양양군,38.0115509,128.6224402,SGIS_2025_POINT_ON_SURFACE,32610,2025-06-30
SIDO,52,,특별자치도,false,전북특별자치도,,전북특별자치도,35.7282685,127.1228070,SGIS_2025_POINT_ON_SURFACE,35,2025-06-30
SIGUNGU,52110,52,시,false,전북특별자치도,전주시,전북특별자치도 전주시,35.8159657,127.1494635,SGIS_2025_SIGUNGU_UNION_POINT_ON_SURFACE,35011|35012,2025-06-30
SIGUNGU,52111,52,구,true,전북특별자치도,전주시 완산구,전북특별자치도 전주시 완산구,35.7860406,127.1339429,SGIS_2025_POINT_ON_SURFACE,35011,2025-06-30
SIGUNGU,52113,52,구,true,전북특별자치도,전주시 덕진구,전북특별자치도 전주시 덕진구,35.8522430,127.1254506,SGIS_2025_POINT_ON_SURFACE,35012,2025-06-30
SIGUNGU,52130,52,시,true,전북특별자치도,군산시,전북특별자치도 군산시,35.9341588,126.7465852,SGIS_2025_POINT_ON_SURFACE,35020,2025-06-30
SIGUNGU,52140,52,시,true,전북특별자치도,익산시,전북특별자치도 익산시,36.0201307,127.0048130,SGIS_2025_POINT_ON_SURFACE,35030,2025-06-30
SIGUNGU,52180,52,시,true,전북특별자치도,정읍시,전북특별자치도 정읍시,35.6102879,126.9068592,SGIS_2025_POINT_ON_SURFACE,35040,2025-06-30
SIGUNGU,52190,52,시,true,전북특별자치도,남원시,전북특별자치도 남원시,35.4316731,127.4805310,SGIS_2025_POINT_ON_SURFACE,35050,2025-06-30
SIGUNGU,52210,52,시,true,전북특별자치도,김제시,전북특별자치도 김제시,35.7918626,126.9097940,SGIS_2025_POINT_ON_SURFACE,35060,2025-06-30
SIGUNGU,52710,52,군,true,전북특별자치도,완주군,전북특별자치도 완주군,35.8746390,127.2453787,SGIS_2025_POINT_ON_SURFACE,35510,2025-06-30
SIGUNGU,52720,52,군,true,전북특별자치도,진안군,전북특별자치도 진안군,35.8241038,127.4568735,SGIS_2025_POINT_ON_SURFACE,35520,2025-06-30
SIGUNGU,52730,52,군,true,전북특별자치도,무주군,전북특별자치도 무주군,35.9283361,127.7168707,SGIS_2025_POINT_ON_SURFACE,35530,2025-06-30
SIGUNGU,52740,52,군,true,전북특별자치도,장수군,전북특별자치도 장수군,35.6529034,127.5493766,SGIS_2025_POINT_ON_SURFACE,35540,2025-06-30
SIGUNGU,52750,52,군,true,전북특별자치도,임실군,전북특별자치도 임실군,35.6188080,127.2613363,SGIS_2025_POINT_ON_SURFACE,35550,2025-06-30
SIGUNGU,52770,52,군,true,전북특별자치도,순창군,전북특별자치도 순창군,35.4282205,127.1719271,SGIS_2025_POINT_ON_SURFACE,35560,2025-06-30
SIGUNGU,52790,52,군,true,전북특별자치도,고창군,전북특별자치도 고창군,35.4388606,126.5895059,SGIS_2025_POINT_ON_SURFACE,35570,2025-06-30
SIGUNGU,52800,52,군,true,전북특별자치도,부안군,전북특별자치도 부안군,35.6935484,126.7031795,SGIS_2025_POINT_ON_SURFACE,35580,2025-06-30
